类型,商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
3C数码,小天全面屏直播拍照美颜护眼补光灯主播网红专用落地桌面多功能灯,138,20.00%,27.6,已售：2137,结束：2024-01-31,,,小天官方旗舰店,4.97,4.79,4.54,2023-04-18 20:18:07.470
3C数码,【粉丝专享】网易严选 网易云音乐迪士尼X1 真无线蓝牙耳机,199,20.00%,39.8,已售：1.0万,结束：2023-12-31,673,,网易严选官方旗舰店,4.85,4.97,4.97,2023-04-18 20:18:07.588
3C数码,单耳蓝牙耳机可180度旋转左右耳佩戴安卓苹果【赠一年影视卡】,6.99,16.00%,1.12,已售：2.7万,结束：2026-05-09,2290,,乐韵工厂店,4.7,4.57,4.63,2023-04-18 20:18:07.685
3C数码,手机支架三四脚架自拍杆一体三角架直播懒人拍摄补光灯落地可折叠,98.8,30.00%,29.64,已售：4151,结束：2030-12-31,118,,ZCJB旗舰店,4.97,4.91,4.72,2023-04-18 20:18:07.783
3C数码,【小天才官方旗舰店】智能儿童电话手表z6s翻转双摄学习定位防水,999,8.00%,79.92,已售：3785,结束：2023-05-31,,,小天才数码旗舰店,4.99,4.96,4.98,2023-04-18 20:18:07.881
3C数码,手机支架自拍杆四三脚架直播补光灯多功能蓝牙遥控器网红自拍神器,58,30.00%,17.4,已售：9222,结束：2030-12-31,420,1651,ZCJB旗舰店,4.97,4.91,4.72,2023-04-18 20:18:07.976
3C数码,闪魔【超爽滑钻石膜】适用苹果华为小米全屏高清防尘防爆钢化膜,30.8,20.00%,6.16,已售：5.5万,结束：2024-03-01,,,闪魔SMARTDEVIL官方旗舰店,4.93,4.97,4.74,2023-04-18 20:18:08.080
3C数码,新款360°智能高速跟拍云台跟拍神器开机即用360°无限位旋转自拍,179,30.00%,53.7,已售：1210,结束：2023-04-30,396,,溢辉源头工厂总仓,4.64,4.91,4.84,2023-04-18 20:18:08.187
3C数码,【官方旗舰店】YUNMAI云麦智能体脂秤3mini 精准家用充电款 ,89,30.00%,26.7,已售：6380,结束：2023-12-31,184,1091,云麦智能健身旗舰店,4.97,4.43,4.65,2023-04-18 20:18:08.288
3C数码,海备思 笔记本隐形便携支架电脑散热脚垫增高架键盘托架,39,20.00%,7.8,已售：2.0万,结束：2023-06-30,1352,4064,海备思官方旗舰店,4.99,4.98,4.99,2023-04-18 20:18:08.377
3C数码,手机桌面支架可折叠升降网红支架通用看电视追剧视频直播网课神器,4.9,11.00%,0.54,已售：10.9万,结束：2024-03-31,3087,5.3万,网义严选,4.93,4.73,4.74,2023-04-18 20:18:08.466
3C数码,【二合一多功能转接器】type-c安卓华为通用转接头 即插即用,21.9,42.00%,9.2,已售：18.0万,结束：2023-04-30,,,膜膜头的小店,4.64,3.93,4.6,2023-04-18 20:18:08.545
3C数码,挂脖式无线蓝牙耳机超长待机听歌运动入耳式适用于华为苹果通用,9.9,19.00%,1.88,已售：1.5万,结束：2024-04-09,5911,,深圳市龙岗区腾慧达数码店,4.78,4.89,4.57,2023-04-18 20:18:08.650
3C数码,【英菲克】PX2可充电式无线游戏机械鼠标办公静音适用电脑笔记本,69,20.00%,13.8,已售：6.9万,结束：2024-12-31,385,1823,英菲克官方旗舰店,4.96,4.95,4.83,2023-04-18 20:18:08.737
3C数码,迪士尼限定情侣款蓝牙耳机入耳式无线运动高清通话女生手机通用,39.9,20.00%,7.98,已售：8.7万,结束：2023-06-30,,,谦煜影音专营店,4.63,4.85,4.73,2023-04-18 20:18:08.824
3C数码,华为通用无创测血糖手表监测血压心率测量仪血氧成人多功能手环S8,698,9.00%,62.82,已售：389,结束：2023-06-11,58,,劳立达智能设备旗舰店,4.25,4.98,4.74,2023-04-18 20:18:08.913
3C数码,南孚碱性电池8粒5号7号五/七号（送4粒益圆电池）【到手12粒】,19.9,8.00%,1.59,已售：1.7万,结束：2023-07-31,1789,,南孚智能电器旗舰店,4.99,4.95,4.51,2023-04-18 20:18:09.004
3C数码,宠粉福利 小度智能屏Air蓝牙音响5.45英寸触屏k歌机器人,279,8.00%,22.32,已售：1.3万,结束：2023-04-30,,,小度智选优品,4.69,4.57,4.98,2023-04-18 20:18:09.096
3C数码,电池组合5号20节＋7号20节（发40节）,9.99,20.00%,2,已售：1.4万,结束：2023-12-31,,,全哥家小店2个体店,4.5,3.92,4.57,2023-04-18 20:18:09.180
3C数码,适用华为66W超级快充/iPhone20WPD充电器套装单头数据线快速,9.99,10.00%,1,已售：2.4万,结束：2024-04-01,9973,,猫哥甄选,4.98,4.81,4.96,2023-04-18 20:18:09.273
3C数码,Philips/飞利浦5号7号可选家用电池空调遥控器儿童玩具电池耐用型,10.9,22.00%,2.4,已售：20.6万,结束：2023-07-01,4579,1.1万,飞利浦海明视专卖店,4.99,4.77,4.71,2023-04-18 20:18:09.368
3C数码,PZOZ适用苹果手表充电器iwatch手表3/4/5/6/seUSB便携mini充电宝,39,20.00%,7.8,已售：1.2万,结束：2023-06-30,,,pzoz数码旗舰店,4.77,4.76,4.84,2023-04-18 20:18:09.457
3C数码,kaco菁点学科笔0.5黑色按动式中性笔4支装低重心学生刷题笔文具,8.5,16.00%,1.36,已售：21.8万,结束：2023-12-08,2169,1.7万,kaco官方旗舰店,4.99,4.54,4.99,2023-04-18 20:18:09.543
3C数码,闪魔 适用iPhone12钢化膜14promax苹果iPhone13pro全屏X/XS新款XR,12.9,21.00%,2.71,已售：4.5万,结束：2024-04-01,,,闪魔SMARTDEVIL官方旗舰店,4.93,4.97,4.74,2023-04-18 20:18:09.651
3C数码,【英菲克】M6P无线可充电式办公鼠标轻音人体工学游戏机甲风电竞,69,20.00%,13.8,已售：2.2万,结束：2024-03-31,312,1467,英菲克官方旗舰店,4.96,4.95,4.83,2023-04-18 20:18:09.744
3C数码,【四大跟拍】奥川XE智能跟拍云台稳定器直播支架三脚架三轴防抖,299,20.00%,59.8,已售：1305,结束：2023-06-30,89,334,奥川旗舰店,4.89,4.97,4.94,2023-04-18 20:18:09.842
3C数码,卡通萌宠可拆卸自带线充电宝20000毫安便携移动电源小巧大容量,39.9,30.00%,11.97,已售：1784,结束：2025-04-01,,,艾莱浮小店,4.47,4.88,4.66,2023-04-18 20:18:09.941
3C数码,【40个仅9.9元】【软/硬通用】按压式接线端子 电线快速连接器,9.9,50.00%,4.95,已售：39.2万,结束：2023-09-30,,,接线配件一站式购全,4.99,4.48,4.57,2023-04-18 20:18:10.041
3C数码,锐塔克双层三层旋转可升降合金碳素钢笔记本平板支架电脑散热悬空,98,26.00%,25.48,已售：3890,结束：2023-12-31,150,754,锐塔克RTAKO,4.87,4.97,4.88,2023-04-18 20:18:10.138
3C数码,小时光亲子深度沟通卡牌心理学刘轩亲子关系绿色便携有趣游戏计分,99,25.00%,24.75,已售：5.0万,结束：2023-12-31,126,849,进步空间XL,4.99,4.83,4.99,2023-04-18 20:18:10.254
3C数码,【外贸高货】迪士尼蓝牙耳机耳夹式无线跑步运动防水不入耳挂耳,89.9,30.00%,26.97,已售：567,结束：2023-04-30,,,盈风数码,4.77,4.79,4.4,2023-04-18 20:18:10.337
3C数码,闪魔【无尘舱】适用iPhone/华为/红米超清/防尘/磨砂/防窥钢化膜,26.8,20.00%,5.36,已售：2.2万,结束：2024-03-01,730,3679,闪魔SMARTDEVIL官方旗舰店,4.93,4.97,4.74,2023-04-18 20:18:10.421
3C数码,自拍杆手机支架三脚架自拍补光拍摄多功能直播支架新款金属网红款,188,30.00%,56.4,已售：3421,结束：2023-12-31,104,355,ZCJB旗舰店,4.97,4.91,4.72,2023-04-18 20:18:10.509
3C数码,CAPERE(铠雷)防水尼龙鼠标垫 CORDURA防脏耐磨顺滑电竞外设游戏垫,17,20.00%,3.4,已售：3.1万,结束：2023-12-31,,,CAPERE电脑硬件旗舰店,4.99,4.03,4.65,2023-04-18 20:18:10.595
3C数码,【英菲克】M8无线鼠标可充电式女生办公静音人体工学超长待机续航,39.9,23.00%,9.18,已售：4.2万,结束：2023-12-31,482,2169,英菲克官方旗舰店,4.96,4.95,4.83,2023-04-18 20:18:10.684
3C数码,无线蓝牙耳机降噪入耳高音质运动超长续航安卓苹果通用,29.9,12.00%,3.59,已售：3600,结束：2024-05-24,,,懒人优品,4.72,4.62,4.86,2023-04-18 20:18:10.770
3C数码,星联盟/星联盟1212喷墨学习打印机彩色高品质手动原装功率功率,399,12.00%,47.88,已售：422,结束：2024-06-30,1,114,双一流学习机打印机批发,4.58,3.43,4.87,2023-04-18 20:18:10.868
3C数码,YUTOOL 适用华为mate40prop50荣耀手机数据线typec超级快充线头,3.8,28.00%,1.06,已售：57.0万,结束：2024-03-23,2814,1.5万,YUTOOL数码旗舰店,4.98,4.98,4.62,2023-04-18 20:18:10.952
3C数码,【苹果/华为/vivo/oppo/小米/三星】旋转蜡笔小新手机壳搞怪情侣,8.8,45.00%,3.96,已售：5017,结束：2024-10-31,,,优壳数码,4.78,4.29,3.94,2023-04-18 20:18:11.042
3C数码,Amoi/夏新S29不入耳式蓝牙耳机运动音乐长续航高音质苹果华为通用,59.9,33.00%,19.77,已售：631,结束：2023-07-31,,,绝代双骄数码专营店,4.5,4.87,4.63,2023-04-18 20:18:11.138
3C数码,Disney/迪士尼胶囊迷你充电宝快充小巧便捷大容量自带线移动电源,39.9,18.00%,7.18,已售：2247,结束：2023-04-30,,,硕天数码,4.98,4.89,4.84,2023-04-18 20:18:11.233
3C数码,YUTOOL适用苹果手机充电线iPhone14/13/12promax/xr快充数据线头,11.8,25.00%,2.95,已售：25.0万,结束：2024-03-31,1111,6977,YUTOOL数码旗舰店,4.98,4.98,4.62,2023-04-18 20:18:11.324
3C数码,ins可爱小猫咪打哈欠苹果 14promaxiPhone13 /12pro 防摔手机壳,14.8,20.00%,2.96,已售：6535,结束：2024-03-25,,,图拉壳数码旗舰店,4.99,4.94,4.46,2023-04-18 20:18:11.421
3C数码,Lamicall/拉米酷苹果手表通用支架iwatch无线充电底座Apple Watch,31.8,30.00%,9.54,已售：9730,结束：2023-12-31,,,Lamicall拉米酷数码旗舰店,4.99,4.57,4.73,2023-04-18 20:18:11.513
3C数码,新款双系统平板电脑Pad 5G全网通通用可插卡通话办公学习高清护眼,499,18.00%,89.82,已售：128,结束：2023-07-01,,,金多宝数码,3.78,4.44,4.92,2023-04-18 20:18:11.603
3C数码,YUTOOL手机充电器头5V2A快充双色USB插座适用安卓苹果华为通用10W,10.9,27.00%,2.94,已售：15.3万,结束：2023-09-30,1381,6711,YUTOOL数码旗舰店,4.98,4.98,4.62,2023-04-18 20:18:11.698
3C数码,Gibos/吉柏仕 头戴式蓝牙耳机 手机通用,29.9,23.00%,6.88,已售：6328,结束：2023-10-21,579,2521,Gibos数码旗舰店,4.93,4.96,4.88,2023-04-18 20:18:11.796
3C数码,凯度B9  台式微蒸烤炸一体机微波炉空气炸家用智能触控彩屏蒸烤箱,7999,5.00%,399.95,已售：268,结束：2023-05-31,,,凯度厨房电器旗舰店,4.93,4.66,4.28,2023-04-18 20:18:11.895
3C数码,充电宝20000毫安萌宠超薄便携移动电源大容量自带四线手机通用,29.9,10.00%,2.99,已售：6029,结束：2024-04-30,,,盟选,4.93,4.99,4.89,2023-04-18 20:18:12.005
3C数码,迪士尼草莓熊联名款蓝牙耳机无线透明高品质降噪游戏运动苹果通用,59.9,20.00%,11.98,已售：1.5万,结束：2023-07-31,112,822,惠驰影音自营店,4.56,4.79,4.75,2023-04-18 20:18:12.106
3C数码,【微摄】升级款手机镜头0.6x超广角＋15倍微距镜头拍摄不变形,89,35.00%,31.15,已售：4448,结束：2023-12-01,137,479,无由优品,4.81,4.85,4.73,2023-04-18 20:18:12.199
3C数码,我是个女同苹果14华为VIVO小米OPPO手机壳 男同13创意12pm情侣款,9.9,27.00%,2.67,已售：7157,结束：2024-04-01,,,顺盛数码,4.95,4.97,4.31,2023-04-18 20:18:12.278
3C数码,塔菲克鼠标有线USB办公游戏cf专用机械电竞家用笔记本静音鼠标,15.9,20.00%,3.18,已售：3.6万,结束：2023-10-31,1264,5707,塔菲克官方旗舰店,4.97,4.91,4.79,2023-04-18 20:18:12.363
3C数码,降噪骨传导高音质隐形双耳通用无线蓝牙耳机高音质运动久戴不痛,69.9,20.00%,13.98,已售：998,结束：2024-04-30,,,九五智能数码店,4.4,4.83,4.96,2023-04-18 20:18:12.447
3C数码,免息DELL戴尔游匣G15 15.6寸小外星人游戏本高刷屏吃鸡笔记本电脑,6199,8.00%,495.92,已售：190,结束：2024-01-24,3,24,戴尔官方旗舰店,4.4,4.73,4.56,2023-04-18 20:18:12.559
3C数码,LISEN透明磁吸苹果14pro手机壳简约超薄防摔13/14promax手机硬壳,39.8,20.00%,7.96,已售：9338,结束：2023-11-04,342,2124,LISEN李森官方旗舰店,4.96,4.98,4.76,2023-04-18 20:18:12.645
3C数码,Gibos/吉柏仕 挂脖式蓝牙耳机,19.9,25.00%,4.98,已售：2.8万,结束：2023-05-19,559,3231,Gibos数码旗舰店,4.93,4.96,4.88,2023-04-18 20:18:12.721
3C数码,益圆PRO碱性5号7号碱性干电池儿童玩具遥控器空调拍立得鼠标1.5V,36.9,20.00%,7.38,已售：2523,结束：2023-12-31,,,益圆数码旗舰店,4.99,4.83,4.97,2023-04-18 20:18:12.809
3C数码,无线领夹麦克风一拖二回声唱歌话筒声卡直播设备全套电脑户外收音,398,30.00%,119.4,已售：538,结束：2023-12-31,24,97,ZCJB旗舰店,4.97,4.91,4.72,2023-04-18 20:18:12.913
3C数码,Benks冰感电竞膜苹果13手机钢化膜14ProMax高清磨砂防摔12p全覆盖,48,20.00%,9.6,已售：1.9万,结束：2024-04-30,,,Benks邦克仕官方旗舰店,4.93,4.99,4.91,2023-04-18 20:18:13.023
3C数码,EDIFIER/漫步者花再NEW-X 光冷能量音箱 桌面 台式笔记本电脑蓝牙,1299,18.00%,233.82,已售：408,结束：2023-12-31,,,漫步者旗舰店,4.65,4.74,4.99,2023-04-18 20:18:13.121
3C数码,PS Board/磐写儿童液晶手写板益智玩具绘画彩色便携无尘涂鸦本,23.94,35.00%,8.38,已售：5.5万,结束：2024-02-29,229,1862,磐写旗舰店,4.97,4.98,4.65,2023-04-18 20:18:13.259
3C数码,【工厂直发】可充电手持小风扇迷你便携风扇静音户外小电扇静音,11.8,30.00%,3.54,已售：6837,结束：2023-06-07,227,4470,利凡严选,4.99,4.88,4.7,2023-04-18 20:18:13.377
3C数码,适用iwatch7/8表壳 45mm变身ultra 趣味保护壳苹果手表壳膜一体,39,25.00%,9.75,已售：1.3万,结束：2023-12-31,289,1478,pzoz数码旗舰店,4.77,4.76,4.84,2023-04-18 20:18:13.489
3C数码,【福利】骨传导蓝牙耳机真无线运动跑步不入耳挂耳夹式,49.9,15.00%,7.48,已售：1630,结束：2023-11-30,,,鸣乾世纪,4.7,4.79,4.59,2023-04-18 20:18:13.598
3C数码,LISEN车载手机支架新款支撑重力感应导航汽车支架车内出风口通用,39.9,20.00%,7.98,已售：5.0万,结束：2023-11-04,255,1958,LISEN李森官方旗舰店,4.96,4.98,4.76,2023-04-18 20:18:13.705
3C数码,迷你口红充电宝自带手机充电线6000大容量便携苹果安卓小巧带线,39,36.00%,14.04,已售：2.5万,结束：2023-09-03,,,创泽天下,4.72,4.59,4.85,2023-04-18 20:18:13.805
3C数码,iPhone14/14Pro数据线USB typeC转接头苹果20W快充线苹果转接器,9.6,25.00%,2.4,已售：3.8万,结束：2023-09-30,,,BEIBEIXIN数码配件旗舰店,4.99,4.98,4.72,2023-04-18 20:18:13.911
3C数码,DIVOOMK歌蓝牙唱歌小音箱卡拉ok生日礼物小魔女音响麦迷你麦克风,464,20.00%,92.8,已售：1.0万,结束：2023-11-30,29,132,DIVOOM点音影音旗舰店,4.86,4.76,4.98,2023-04-18 20:18:14.018
3C数码,空调小贝升级款智能语音遥控器空调风扇智能AI红外声控语音遥控器,69,20.00%,13.8,已售：8.9万,结束：2024-06-30,670,1455,小星猫专营店,4.93,4.82,4.82,2023-04-18 20:18:14.137
3C数码,LISEN李森强磁吸防抖车载手机支架汽车磁吸支架出风口仪表台通用,39.9,20.00%,7.98,已售：1.3万,结束：2023-11-04,286,1804,LISEN李森官方旗舰店,4.96,4.98,4.76,2023-04-18 20:18:14.228
3C数码,【水魔方】小天鹅10公斤全自动滚筒洗衣机智能家用冷水洗护868,4599,5.00%,229.95,已售：471,结束：2023-12-31,43,,小天鹅烘干机旗舰店,4.95,4.88,3.84,2023-04-18 20:18:14.315
3C数码,【靓点拍】加长款手持防抖稳拍手机蓝牙自拍杆支架户外直播摄影,109,30.00%,32.7,已售：1510,结束：2023-10-07,72,392,靓点拍数码旗舰店,4.96,4.93,4.8,2023-04-18 20:18:14.392
3C数码,miaole/妙了旋转平板支架金属机械声通用手机可折叠升降懒人支架,29.9,22.00%,6.58,已售：1.8万,结束：2024-10-03,,,miaole妙了数码旗舰店,4.99,4.91,4.36,2023-04-18 20:18:14.472
3C数码,ANKER/安克【宠粉】30W安芯充Pro快充头氮化镓充电器苹果安卓通用,119,15.00%,17.85,已售：2047,结束：2023-12-31,60,734,ANKER安克官方旗舰店,4.86,4.99,4.84,2023-04-18 20:18:14.590
3C数码,无线挂脖式运动蓝牙耳机防汗设计跑步运动降噪男女安卓苹果通用,9.9,7.00%,0.69,已售：2.3万,结束：2024-06-30,4683,,盛鑫荣商贸行,4.72,4.94,4.98,2023-04-18 20:18:14.704
3C数码,【粉丝专享】快速三合一多头安卓苹果Type-c数据线液态一拖三通用,1,56.00%,0.56,已售：9.3万,结束：2023-12-31,6978,2.5万,星空鱼数码,4.67,4.52,4.88,2023-04-18 20:18:14.798
3C数码,【英菲克】英菲克风铃蓝牙耳机真无线双耳半入耳式女生可爱款迷你,79.9,20.00%,15.98,已售：8665,结束：2023-12-31,239,,英菲克官方旗舰店,4.96,4.95,4.83,2023-04-18 20:18:14.896
3C数码,绿联落地直播三脚架手机支架自拍杆稳定器蓝牙拍照vlog折叠防抖,47,20.00%,9.4,已售：2.8万,结束：2023-11-01,301,1382,绿联官方旗舰店,4.98,4.99,4.87,2023-04-18 20:18:15.015
3C数码,倍思 充电宝自带线20000毫安PD20W大容量22.5W移动电源适用苹果14,139,15.00%,20.85,已售：9650,结束：2023-09-30,77,549,Baseus倍思官方旗舰店,4.94,4.96,4.78,2023-04-18 20:18:15.109
3C数码,【赠麦克风】奥川S2三轴手机云台稳定器专业补光灯智能跟拍三脚架,999,18.00%,179.82,已售：387,结束：2023-06-30,,,奥川旗舰店,4.89,4.97,4.94,2023-04-18 20:18:15.219
3C数码,【全国教材】榜首AI智能护眼台灯小学语数外教材指读课本绘本,499,28.00%,139.72,已售：52,结束：2023-12-31,,,榜首电子教育旗舰店,4.34,4.29,4.91,2023-04-18 20:18:15.324
3C数码,Benks冰甲壳苹果iPhone14ProMax散热手机壳13磁吸电竞超薄降温12,143,20.00%,28.6,已售：1.4万,结束：2024-04-30,,,Benks邦克仕官方旗舰店,4.93,4.99,4.91,2023-04-18 20:18:15.430
3C数码,YUTOOL安卓手机数据线快充适用华为VIVO红米充电线micro充电线头,2.8,29.00%,0.81,已售：21.0万,结束：2024-03-31,2234,1.1万,YUTOOL数码旗舰店,4.98,4.98,4.62,2023-04-18 20:18:15.523
3C数码,联想新款无线蓝牙耳机高清通话半入耳式运动健身降噪安卓苹果通用,49.9,20.00%,9.98,已售：2954,结束：2023-06-30,,,谦煜影音专营店,4.63,4.85,4.73,2023-04-18 20:18:15.620
3C数码,闪魔适用华为、小米、苹果、OPPO、vivo钢化膜高清全屏全覆盖全包,18.8,20.00%,3.76,已售：3.0万,结束：2024-03-01,,,闪魔SMARTDEVIL官方旗舰店,4.93,4.97,4.74,2023-04-18 20:18:15.722
3C数码,家用燃气灶双灶加厚不锈钢猛火灶具天然气双灶台嵌两用煤气灶双灶,698,12.00%,83.76,已售：1929,结束：2023-06-30,,,家乐博好厨电,4.11,4.67,3.76,2023-04-18 20:18:15.814
3C数码,投影仪家用4K超高清家庭影院卧室投影机白天客厅户外办公投影器3d,999,20.00%,199.8,已售：44,结束：2023-04-30,,,米投家用投影仪,4.19,4.52,4.58,2023-04-18 20:18:15.928
3C数码,投影仪家用4K超高清家庭影院卧室投影机白天客厅户外办公投影器3d,999,20.00%,199.8,已售：44,结束：2023-04-30,,,米投家用投影仪,4.19,4.52,4.58,2023-04-18 20:18:40.448
3C数码,Canon/佳能G3811彩色连供喷墨手机无线三合一学生打印机家用办公,949,6.00%,56.94,已售：747,结束：2024-05-31,,,佳能盛瑞打印机专卖店,4.93,4.92,4.97,2023-04-18 20:18:40.559
3C数码,闪魔【高清电镀抗指纹】适用OPPO VIVO真我直屏手机非全屏钢化膜,15,21.00%,3.15,已售：4.3万,结束：2024-04-01,1065,4165,闪魔SMARTDEVIL官方旗舰店,4.93,4.97,4.74,2023-04-18 20:18:40.667
3C数码, 影巨人车载吸尘器小型车家用大功率无线充电大吸力手持吸床科技,29.9,20.00%,5.98,已售：7632,结束：2024-01-31,,,寻糖小家电个体店,3.58,4.86,4.87,2023-04-18 20:18:40.748
3C数码,苹果14pro手机壳iPhone13保护套12promax磨砂防摔11硬壳14plus套,29.8,30.00%,8.94,已售：6362,结束：2023-04-30,243,1330,邦富仕个体店,4.62,4.99,4.51,2023-04-18 20:18:40.840
3C数码,【专属】罗马仕22.5W快充60000毫安时超大容量充电宝四台设备同充,259,8.00%,20.72,已售：1.2万,结束：2023-12-31,,,ROMOSS罗马仕官方旗舰店,4.91,4.47,4.85,2023-04-18 20:18:40.950
3C数码,服装店收银机男装女装童装收银系统超市餐饮烘培奶茶收银一体机,1199,20.00%,239.8,已售：73,结束：2023-05-31,,,掌柜智囊办公设备旗舰店,4.89,4.54,4.52,2023-04-18 20:18:41.047
3C数码,kaco与海为邻菁点黑笔按动式中性笔3支装0.5学生速干刷题笔文具,13.5,16.00%,2.16,已售：16.2万,结束：2023-12-08,959,5623,kaco官方旗舰店,4.99,4.54,4.99,2023-04-18 20:18:41.134
3C数码,金正录音笔超长待机静默录音神器小巧便携磁铁吸附高清降噪专业笔,149,20.00%,29.8,已售：1318,结束：2023-12-31,70,320,金正数码旗舰店,4.79,4.97,4.81,2023-04-18 20:18:41.232
3C数码,古量苹果14/11/13/12Promax柔光护眼XR防偷窥气囊8plus防窥钢化膜,18.9,30.00%,5.67,已售：1.3万,结束：2023-06-30,,,古量旗舰店,4.59,4.98,4.98,2023-04-18 20:18:41.326
3C数码,360智能学生手机Q20PRO免费学习机管控拍照超清大屏推荐天玑版,1948,20.00%,389.6,已售：186,结束：2023-12-31,8,20,360 OS旗舰店,4.9,4.81,4.91,2023-04-18 20:18:41.408
3C数码,Disney/迪士尼H18手持usb小风扇迷你可充电随身便携式,29.9,25.00%,7.48,已售：1498,结束：2024-08-31,,,普洛严选,4.93,4.76,4.66,2023-04-18 20:18:41.505
